text,rating,clean_text,sentiment
"Aduh shopee kenapa apk saya elor,gua gak bisa masuk ke akun shoope gua,akun gua keriset, dan saya mencoba login akun saya dan harus mengunakan verivikasi wajah, sudah saya coba berkali kali gagal mulu dan gak bisa aduh mohon di perbaiki masalah ini🙏",3,aduh shopee kenapa apk saya elorgua gak bisa masuk ke akun shoope guaakun gua keriset dan saya mencoba login akun saya dan harus mengunakan verivikasi wajah sudah saya coba berkali kali gagal mulu dan gak bisa aduh mohon di perbaiki masalah ini,Netral
mantul,5,mantul,Positif
Bagus,5,bagus,Positif
ku cubo dulu,5,ku cubo dulu,Positif
bagus mantap,5,bagus mantap,Positif
Lumayan bagus.. cuman sering ngelag aja..,4,lumayan bagus cuman sering ngelag aja,Positif
👍👍👍,5,,Positif
"Pelayananya bagus,dan cepat.",5,pelayananya bagusdan cepat,Positif
jos,5,jos,Positif
barang datang selalu tepat waktu,5,barang datang selalu tepat waktu,Positif
"aplikasi shopee sangat bagus,tapi terkadang suka ragu kalo gabisa cod harus transfer dulu,itu aman ya kak?asal transfer nya ke shopee pay atau seabank",5,aplikasi shopee sangat bagustapi terkadang suka ragu kalo gabisa cod harus transfer duluitu aman ya kakasal transfer nya ke shopee pay atau seabank,Positif
topp,5,topp,Positif
"akhir"" ini pengirimannya sangat lambat ( pengiriman terlambat )",2,akhir ini pengirimannya sangat lambat pengiriman terlambat,Negatif
"Pengiriman lebih lama dibanding sama sebelah,pesti yangkut DC apalah",2,pengiriman lebih lama dibanding sama sebelahpesti yangkut dc apalah,Negatif
good,5,good,Positif
"Saya suka semua fitur-fitur shopee tapi saya kecewa setiap mau upload video itu lama banget kadang jadi gagal dan gagal padahal jaringan normal buka platform lain juga lancar lancar aja, mohon ditindak min",3,saya suka semua fiturfitur shopee tapi saya kecewa setiap mau upload video itu lama banget kadang jadi gagal dan gagal padahal jaringan normal buka platform lain juga lancar lancar aja mohon ditindak min,Netral
Sngat membantu,5,sngat membantu,Positif
Bagus,5,bagus,Positif
iseng tarik blm tau caranya,5,iseng tarik blm tau caranya,Positif
"Mantap,sangat membantu",5,mantapsangat membantu,Positif
Gk usah iklan² di hp gw,5,gk usah iklan² di hp gw,Positif
pakai shopee semua terasa Gampang,5,pakai shopee semua terasa gampang,Positif
Aplikasinya sangat bagus,5,aplikasinya sangat bagus,Positif
Cukup membantu dalam mencari prodak yg kadang blm tentu ada dikota sekitar,5,cukup membantu dalam mencari prodak yg kadang blm tentu ada dikota sekitar,Positif
apk nya bagus untuk belanja online,4,apk nya bagus untuk belanja online,Positif
Sangat bagus,5,sangat bagus,Positif
Barang murah berkualitas pengiriman is Ok,5,barang murah berkualitas pengiriman is ok,Positif
sangat puas sesuai pesanan toko nya amanah bagus buat karaoke di aplikasi WESING,5,sangat puas sesuai pesanan toko nya amanah bagus buat karaoke di aplikasi wesing,Positif
Sekarang pengiriman lama paket saya hilang emang gini toko oren,1,sekarang pengiriman lama paket saya hilang emang gini toko oren,Negatif
ok,5,ok,Positif
Pengiriman paket baik dan kurir ramah.. mohon di pertahankan serta jaga kualitas dan kuantitas barang yg di pesan. terimakasih 🙏🏻,5,pengiriman paket baik dan kurir ramah mohon di pertahankan serta jaga kualitas dan kuantitas barang yg di pesan terimakasih,Positif
dancokkkkk titik titikkk iklann gaaa payuuu taaaa??,1,dancokkkkk titik titikkk iklann gaaa payuuu taaaa,Negatif
Barang yg di beli hampir semua sesuai deskripsi,5,barang yg di beli hampir semua sesuai deskripsi,Positif
bagus,4,bagus,Positif
Mantap,5,mantap,Positif
mantap,5,mantap,Positif
keren,5,keren,Positif
mahal malah kak,5,mahal malah kak,Positif
"saya udh pesen paket 3x dan belum sampe sudah melewati estimasi lewat 4hari,lalu kurir suka seenaknya tiba""mengulur""waktu dan memperlambat pesanan saya sebelumnya gpernah kaya gini,cuma sekarang kenapa jadi gini beli lewat shopee,saya berharap kurir yang niat bekerja kembali lagi ke Shopee",3,saya udh pesen paket x dan belum sampe sudah melewati estimasi lewat harilalu kurir suka seenaknya tibamengulurwaktu dan memperlambat pesanan saya sebelumnya gpernah kaya ginicuma sekarang kenapa jadi gini beli lewat shopeesaya berharap kurir yang niat bekerja kembali lagi ke shopee,Netral
"Sangat membantu ibu Shopee, mempermudah belanjaan, tidak ribet. sukses sllu ya",5,sangat membantu ibu shopee mempermudah belanjaan tidak ribet sukses sllu ya,Positif
lumayan,5,lumayan,Positif
pengiriman lama dan muter2 dari jakarta bekasi jakarta lagi sudah seminggu belum keluar dari jakarta ...padahal paket saya dari jakarta juga yg order sehari setelahnya sdh sampai 2 hari lalu ...tolong diperbaiki lagi kalo alasan overload lebaran buktinya paket saya yang satunya sudah sampai sama2 dari jakarta,3,pengiriman lama dan muter dari jakarta bekasi jakarta lagi sudah seminggu belum keluar dari jakarta padahal paket saya dari jakarta juga yg order sehari setelahnya sdh sampai hari lalu tolong diperbaiki lagi kalo alasan overload lebaran buktinya paket saya yang satunya sudah sampai sama dari jakarta,Netral
"Makin aneh kurir shope sekarang,antar paket ke alamat yang sudah pernah 3 kali tetapi tetap salah,kurirnya ganti orang tetapi nomor sama,Lucunya Malah Ngambek,mending uninstall saja shopee,makin gak jelas,kurirnya ada saja yang kek anak² ngambek,tolong kalau pilih kurir yang pintar dikit lah,dah salah alamat ngambek lagi",1,makin aneh kurir shope sekarangantar paket ke alamat yang sudah pernah kali tetapi tetap salahkurirnya ganti orang tetapi nomor samalucunya malah ngambekmending uninstall saja shopeemakin gak jelaskurirnya ada saja yang kek anak² ngambektolong kalau pilih kurir yang pintar dikit lahdah salah alamat ngambek lagi,Negatif
sgat bguss,5,sgat bguss,Positif
shopee apk belanja online paling murah dan mudah. terima kasih shopee,5,shopee apk belanja online paling murah dan mudah terima kasih shopee,Positif
Efisien,5,efisien,Positif
Perasaan buka YouTube iklan shopee buka go tube iklan shopee emang shopee ada apa kaya sepesial di bulan Ramadhan udah berapa kali tadi liat shopee ramadhan,5,perasaan buka youtube iklan shopee buka go tube iklan shopee emang shopee ada apa kaya sepesial di bulan ramadhan udah berapa kali tadi liat shopee ramadhan,Positif
bagus,5,bagus,Positif
"apk nya keren juga blanja ga pang Dan simple amu kasih full, to long perbaiki yang baik Nambah baik",5,apk nya keren juga blanja ga pang dan simple amu kasih full to long perbaiki yang baik nambah baik,Positif
"dengan shoopee kita bisa belanja tanpa harus keluar rumah. baik utk kebutuhan rumah, alat sekolah dan banyak kebutuhan lainnya dengan beragam pilihan. tq shoopee.",5,dengan shoopee kita bisa belanja tanpa harus keluar rumah baik utk kebutuhan rumah alat sekolah dan banyak kebutuhan lainnya dengan beragam pilihan tq shoopee,Positif
Pengiriman cepat..,5,pengiriman cepat,Positif
"Sering ngasih diskon alhamdulillah, sering2 ya Shopee ngasih diskon❤ oh ya tolong tambahin opsi pembayaran dana yaa.. itu membantu banget",5,sering ngasih diskon alhamdulillah sering ya shopee ngasih diskon oh ya tolong tambahin opsi pembayaran dana yaa itu membantu banget,Positif
Sudah ku pakai dari 2019 silam alhamdulillah masih sangat memuaskan pelayanannya tokonya juga terimaksih shope sudah sangat membantu saya membeli barang dgn harga terjangkau dan kualitas yg sangat baguss😍🥰,5,sudah ku pakai dari silam alhamdulillah masih sangat memuaskan pelayanannya tokonya juga terimaksih shope sudah sangat membantu saya membeli barang dgn harga terjangkau dan kualitas yg sangat baguss,Positif
"Shopee bagus bgt, sejauh ini ga pernah ada kendala lancar aja bahkan selalu ada gratis ongkir dan ada cashback,diskon klau barang tidk sesuai juga bisa di retur tidk pernah ada komplain klau bayar pakai debit juga lancar klau ingin ngebatalin uang 100% kembali.",5,shopee bagus bgt sejauh ini ga pernah ada kendala lancar aja bahkan selalu ada gratis ongkir dan ada cashbackdiskon klau barang tidk sesuai juga bisa di retur tidk pernah ada komplain klau bayar pakai debit juga lancar klau ingin ngebatalin uang kembali,Positif
sangat buruk,2,sangat buruk,Negatif
"Lagi Pengen belanja pakai shoopepay dan barangnya cukup limited. Durasi tinggal 2 jam lagi. pas mau bayar malah nge download sesuatu ga tau apa. wifi lancar saja tapi lama banget memuat fiturnya. sampe barang limit habis terjual karena kesal, saya tinggal sampai malam. eh pulang-pulang masih memuat. Cuma bisa ketawa aja",2,lagi pengen belanja pakai shoopepay dan barangnya cukup limited durasi tinggal jam lagi pas mau bayar malah nge download sesuatu ga tau apa wifi lancar saja tapi lama banget memuat fiturnya sampe barang limit habis terjual karena kesal saya tinggal sampai malam eh pulangpulang masih memuat cuma bisa ketawa aja,Negatif
baik,5,baik,Positif
belum pernah kecawa berbelanja di Shopee,5,belum pernah kecawa berbelanja di shopee,Positif
Belanja mudah banget pake shopee,5,belanja mudah banget pake shopee,Positif
bagusss,5,bagusss,Positif
Baik,5,baik,Positif
bagus,5,bagus,Positif
semoga toko2 nya bisa lebih real dan bagus2,5,semoga toko nya bisa lebih real dan bagus,Positif
plis ini kenapa shppe jdi ada masalah jaringan terus pdhl sinyal ok apk lain aja bagus lah ini maslah jaringn terus mohon segera di perbaiki,1,plis ini kenapa shppe jdi ada masalah jaringan terus pdhl sinyal ok apk lain aja bagus lah ini maslah jaringn terus mohon segera di perbaiki,Negatif
banyak diskon,5,banyak diskon,Positif
sangat baikkk,5,sangat baikkk,Positif
Terbaik dan aman,5,terbaik dan aman,Positif
👍,5,,Positif
Pelayanan paling bagus saat ini Bagi masyarakan indonesia gunakan jasa ini untuk kebutuhat seh ari2 anda,5,pelayanan paling bagus saat ini bagi masyarakan indonesia gunakan jasa ini untuk kebutuhat seh ari anda,Positif
Membantu kalau punya duitnya 🙏,5,membantu kalau punya duitnya,Positif
Lumayan promonya,5,lumayan promonya,Positif
banyak penipuan,1,banyak penipuan,Negatif
enak banget tanpa keluar rumah Kita bisa belanja dengan harga murah,5,enak banget tanpa keluar rumah kita bisa belanja dengan harga murah,Positif
selalu OK,5,selalu ok,Positif
semoga semakin meningkat kejujuran sellernya,5,semoga semakin meningkat kejujuran sellernya,Positif
"Ka gmn ni apa gx bisa di vivo y53 tiga ,ko gx kebuka",5,ka gmn ni apa gx bisa di vivo y tiga ko gx kebuka,Positif
Bagusss,5,bagusss,Positif
shoppe luar biasa,5,shoppe luar biasa,Positif
"Mudah digunakan aplikasinya,,,mantap",5,mudah digunakan aplikasinyamantap,Positif
"Aplikasi paling ga jelas, hp ku restart ulang semua datanya hilang, pas coba login shoope email udh bener password bener, malah ada verifikasi wajah, mana ga bisa terus verifikasi wajah nya gagal terus, kalau mau login kasih opsi keamanan lain lah kalau verifikasi wajah nya ga bisa suruh masukin password kek apa kek, aplikasi belanja online terburuk sih ini",1,aplikasi paling ga jelas hp ku restart ulang semua datanya hilang pas coba login shoope email udh bener password bener malah ada verifikasi wajah mana ga bisa terus verifikasi wajah nya gagal terus kalau mau login kasih opsi keamanan lain lah kalau verifikasi wajah nya ga bisa suruh masukin password kek apa kek aplikasi belanja online terburuk sih ini,Negatif
👍👍👍,5,,Positif
disini banyak gratis ongkir yang akan mendatang apa lagi big Ramadhan cuy,5,disini banyak gratis ongkir yang akan mendatang apa lagi big ramadhan cuy,Positif
Sangat membantu.,5,sangat membantu,Positif
ok,5,ok,Positif
Saya beri bintang dua karena saya lapar,2,saya beri bintang dua karena saya lapar,Negatif
"Sangat membantu perbelanjaan, thanks",5,sangat membantu perbelanjaan thanks,Positif
"Bintang 4 dulu soalnya sekarang kalo mau pake paylater gakbisa, downloading trus gatau maksudnya apa Semoga pulih kembali",4,bintang dulu soalnya sekarang kalo mau pake paylater gakbisa downloading trus gatau maksudnya apa semoga pulih kembali,Positif
sangat puas belanja di shopee,5,sangat puas belanja di shopee,Positif
bagus,5,bagus,Positif
Fitur notifikasi telah ada pembayaran sekitar seminggu ini tidak berfungsi di aplikasi. Walau pemesanan telah diproses dan dikirim oleh penjual. Sudah chat bantuan tapi yg dijawab beda dengan yg ditanya. Semoga segera diperbaiki.,5,fitur notifikasi telah ada pembayaran sekitar seminggu ini tidak berfungsi di aplikasi walau pemesanan telah diproses dan dikirim oleh penjual sudah chat bantuan tapi yg dijawab beda dengan yg ditanya semoga segera diperbaiki,Positif
Lmyan sangat membantu,4,lmyan sangat membantu,Positif
"Barang""nya bagus pengiriman cepat dan pelayanan sekarng sangat memuaskan",5,barangnya bagus pengiriman cepat dan pelayanan sekarng sangat memuaskan,Positif
Baru coba nih hai min semoga memuaskan saya kedepannya ya,4,baru coba nih hai min semoga memuaskan saya kedepannya ya,Positif
Kurang ajar bgt org lain yg buat onar jd nama gw yg kena jd gk bisa cod iih parahhj,5,kurang ajar bgt org lain yg buat onar jd nama gw yg kena jd gk bisa cod iih parahhj,Positif
Lumayan membantu,3,lumayan membantu,Netral
my lop,5,my lop,Positif
"APLIKASI TERBERAT TERLEMOT DIDUNIA.. SPEK HP UDH CANGGIH, SINYAL JUGA BAGUS TAPI BERAT BENER KLO MAU CARI2 BARANG ATAU MAU TRANSAKSI BELANJA. APLIKASINYA MALAH JADUL GAK PERNAH DIPERBAIKI KALI NIH APLIKASI.. HAAADEEEHH",1,aplikasi terberat terlemot didunia spek hp udh canggih sinyal juga bagus tapi berat bener klo mau cari barang atau mau transaksi belanja aplikasinya malah jadul gak pernah diperbaiki kali nih aplikasi haaadeeehh,Negatif
Top sekali,5,top sekali,Positif
Mantullll,5,mantullll,Positif
terpercaya dan gratis ongkir,5,terpercaya dan gratis ongkir,Positif
mudah belanja dan buat keperluan pribadi,4,mudah belanja dan buat keperluan pribadi,Positif
sangat baik,4,sangat baik,Positif
"Apk ok tapi berat banget,dan satu lagi aga di kurangin deh itu iklan,,sebel soalnya geser dikit pindah alam,,pencet dikit pindah alam,,lama lama gw uninstal lu",3,apk ok tapi berat bangetdan satu lagi aga di kurangin deh itu iklansebel soalnya geser dikit pindah alampencet dikit pindah alamlama lama gw uninstal lu,Netral
sangat memuaskan,5,sangat memuaskan,Positif
lebih murah jika di bandingkan di toko sebelah 👍,5,lebih murah jika di bandingkan di toko sebelah,Positif
3 hari sekali harus update🙂 kit ati ku,3,hari sekali harus update kit ati ku,Netral
"hati hati yang beli hp di aplikasi ini sangat berbahaya, saya pesan hp Oppo datangnya hp rino",1,hati hati yang beli hp di aplikasi ini sangat berbahaya saya pesan hp oppo datangnya hp rino,Negatif
"kenapa ga ada fitur chat kurir? ga kaya lazada bisa chat kurir jadi gampang ngehubungi nya kalo ga ada orang di rumah bisa di gantung kemana ke paket nya, ribet bener nih shopee",1,kenapa ga ada fitur chat kurir ga kaya lazada bisa chat kurir jadi gampang ngehubungi nya kalo ga ada orang di rumah bisa di gantung kemana ke paket nya ribet bener nih shopee,Negatif
terimakasih shopee,5,terimakasih shopee,Positif
"Pokoknya sangat bagus ni apk GK usah di ragukan lagi ya teman""",5,pokoknya sangat bagus ni apk gk usah di ragukan lagi ya teman,Positif
"Aku kasih bintang 2,karna belakangan ini paket saya sering terlalu lama pengiriman nya,biasa nya pengiriman jakarta - Medan itu 3 hari,ini sudah hari ke 4 tapi lokasi masih di jakarta",2,aku kasih bintang karna belakangan ini paket saya sering terlalu lama pengiriman nyabiasa nya pengiriman jakarta medan itu hariini sudah hari ke tapi lokasi masih di jakarta,Negatif
"Sekarang Shopie mempermudah penjual untuk retur jika tidak cocok, hanya saja sulit memblokir penjual nakal yang suka menipu pembeli agar bertransaksi di luar Shopi, kasihan orang awam yg belum berpengalaman takut kena tipu juga",5,sekarang shopie mempermudah penjual untuk retur jika tidak cocok hanya saja sulit memblokir penjual nakal yang suka menipu pembeli agar bertransaksi di luar shopi kasihan orang awam yg belum berpengalaman takut kena tipu juga,Positif
Kebanyakan bug sering iklan,1,kebanyakan bug sering iklan,Negatif
mantap,5,mantap,Positif
bagus😀,5,bagus,Positif
Murah aman dan terpercaya,5,murah aman dan terpercaya,Positif
Keren dan mantap dah,4,keren dan mantap dah,Positif
Bagus,5,bagus,Positif
Ok,5,ok,Positif
pelayan nga jelek Barang nya Redi di pesen suda di Bayar malahan Ega Di kirim,1,pelayan nga jelek barang nya redi di pesen suda di bayar malahan ega di kirim,Negatif
bagu dan nyaman,5,bagu dan nyaman,Positif
MasyaAllah Sangat membantu.. akan tetapi ongkirnya kalo bisa bonus ongkir. Semoga Allah memberikan rezeki sebaik-baik pemberian dari sisi_Nya,5,masyaallah sangat membantu akan tetapi ongkirnya kalo bisa bonus ongkir semoga allah memberikan rezeki sebaikbaik pemberian dari sisi_nya,Positif
kalo ga sengaja pencet shopee tiba tiba hp jadi macet dan jadi ngelek,3,kalo ga sengaja pencet shopee tiba tiba hp jadi macet dan jadi ngelek,Netral
Semoga lebih bnyk lgi bonus nya,5,semoga lebih bnyk lgi bonus nya,Positif
"tolong untuk jasa pengiriman mending Jnt Atau Ninja expres, ni jasa spx ngga jelasss,lelet kali. tolong diubah untuk jasanya",1,tolong untuk jasa pengiriman mending jnt atau ninja expres ni jasa spx ngga jelassslelet kali tolong diubah untuk jasanya,Negatif
